order_id,order_date,coupon_code,book_purchased,order_total,bonus_payout,won_lottery,amazon_name
255148,2022-05-20 16:19:11,hgvy25,Marriage With A Proper Stranger,0.99,2.01,1,Marriage with a Proper Stranger (Men of Wollstonecraft Hall Book 1)
255149,2022-05-20 16:20:03,xj6g42,Stateline,0.99,2.01,1,Stateline
255150,2022-05-20 16:20:44,givl63,The Secret Of Giza,0.99,0.0,0,The Secret of Giza (The Kwan Thrillers Book 1)
255151,2022-05-20 16:24:20,b3o012,Don't Lie To Me,0.99,2.01,1,DON'T LIE TO ME (Eva Rae Thomas Mystery Book 1)
255152,2022-05-20 16:24:27,xnbc25,Mrs. Kennedy And Me,1.99,1.01,1,Mrs. Kennedy and Me: An Intimate Memoir
255153,2022-05-20 16:25:04,nrup27,The Ghost,2.99,0.009999999999999787,1,The Ghost: The Secret Life of CIA Spymaster James Jesus Angleton
255154,2022-05-20 16:26:55,lkkl31,Every Little Secret,0.99,2.01,1,Every Little Secret: A new suspense-packed psychological thriller for 2022!
255155,2022-05-20 16:27:14,jtdu41,Claimed,0.99,2.01,1,Claimed: A Sci-Fi Alien Romance (Fated Mates of the Kalixian Warriors Book 1)
255156,2022-05-20 16:39:34,2y5413,Stateline,0.99,2.01,1,Stateline
255157,2022-05-20 16:49:59,ecft50,Rhapsodic,2.99,0.0,0,Rhapsodic (The Bargainer Book 1)
255158,2022-05-20 16:56:57,3rr813,Marriage With A Proper Stranger,0.99,0.0,0,Marriage with a Proper Stranger (Men of Wollstonecraft Hall Book 1)
255159,2022-05-20 16:57:58,bewk20,The Golden Girls' Getaway,0.99,2.01,1,"The Golden Girls' Getaway: The perfect feel-good, funny read from USA Today bestseller Judy Leigh for 2022"
255160,2022-05-20 16:58:07,rqts12,Exodus,0.99,0.0,0,Exodus: Alpha Colony Book 1
255161,2022-05-20 16:59:53,neey71,Exodus,0.99,0.0,0,Exodus: Alpha Colony Book 1
255162,2022-05-20 17:01:30,lo7m37,Take The Lead,1.99,0.0,0,Take the Lead: An Essay
255163,2022-05-20 17:02:30,cxlr27,Every Little Secret,0.99,2.01,1,Every Little Secret: A new suspense-packed psychological thriller for 2022!
255164,2022-05-20 17:07:28,zwyq11,Every Little Secret,0.99,2.01,1,Every Little Secret: A new suspense-packed psychological thriller for 2022!
255165,2022-05-20 17:11:54,lbqx20,Exodus,0.99,0.0,0,Exodus: Alpha Colony Book 1
255166,2022-05-20 17:18:35,qldl22,Dark Purpose,1.49,0.0,0,Dark Purpose (Charli Cross Mystery Series Book 1)
255167,2022-05-20 17:19:27,hxrj50,The Snowdonia Killings,2.99,0.009999999999999787,1,The Snowdonia Killings: A Snowdonia Murder Mystery Book 1 (A DI Ruth Hunter Crime Thriller)
255168,2022-05-20 17:22:12,bscj46,Every Little Secret,0.99,0.0,0,Every Little Secret: A new suspense-packed psychological thriller for 2022!
255169,2022-05-20 17:24:03,crbg11,Dead By Sunset,1.99,0.0,0,"Dead by Sunset: Perfect Husband, Perfect Killer?"
255170,2022-05-20 17:24:34,jwnx25,Every Little Secret,0.99,2.01,1,Every Little Secret: A new suspense-packed psychological thriller for 2022!
255171,2022-05-20 17:32:23,pdg410,Herland,0.99,2.01,1,"Herland (1915) (includes ""The Yellow Wallpaper"")"
255172,2022-05-20 17:32:27,8fl020,Amidst a Snowstorm Of Love,0.99,0.0,0,Amidst a Snowstorm of Love: A Historical Western Romance Book
255173,2022-05-20 17:33:26,2wie12,Rebound Love,2.99,0.0,0,Rebound Love (Whiskey Run: Sugar)
255174,2022-05-20 17:34:04,beha10,Every Little Secret,0.99,2.01,1,Every Little Secret: A new suspense-packed psychological thriller for 2022!
255175,2022-05-20 17:34:24,1mmo20,Dead By Sunset,1.99,0.0,0,"Dead by Sunset: Perfect Husband, Perfect Killer?"
255176,2022-05-20 17:39:55,etby11,Where Away,0.99,0.0,0,Where Away (Illustrated): The Story of the USS Marblehead
255177,2022-05-20 17:41:07,x95321,Primordial Earth,0.99,2.01,1,"Primordial Earth: Book 1 (The Extinction Series - A Prehistoric, Post-Apocalyptic, Sci-Fi Thriller)"
255178,2022-05-20 17:42:13,zmxh40,Kingdoms At War,0.99,2.01,1,Kingdoms at War: An Epic Fantasy Adventure (Dragon Gate Book 1)
255179,2022-05-20 17:46:55,6kpv23,I Survived To Tell,0.99,0.0,0,I Survived to Tell: A Holocaust Memoir about Survival in the Warsaw Ghetto and 7 Camps
255180,2022-05-20 17:47:53,qqqx13,The Secret Of Giza,0.99,0.0,0,The Secret of Giza (The Kwan Thrillers Book 1)
255181,2022-05-20 17:49:01,y7e514,Stateline,0.99,0.0,0,Stateline
255182,2022-05-20 17:50:28,kqrc52,Trayvon: Ten Years Later,1.99,0.0,0,Trayvon: Ten Years Later
255183,2022-05-20 17:53:34,m67q16,Stateline,0.99,2.01,1,Stateline
255184,2022-05-20 18:14:47,bfxt11,Time Limits,1.99,1.01,1,Time Limits: A Marc McKnight Time Travel Adventure (Marc McKnight Time Travel Adventures Book 1)
255185,2022-05-20 18:18:29,husy34,Clap Back,1.99,0.0,0,Clap Back (Black Stars)
255186,2022-05-20 18:19:18,nd8m16,I Survived To Tell,0.99,0.0,0,I Survived to Tell: A Holocaust Memoir about Survival in the Warsaw Ghetto and 7 Camps
255187,2022-05-20 18:45:11,14hf33,Mrs. Kennedy And Me,1.99,1.01,1,Mrs. Kennedy and Me: An Intimate Memoir
255188,2022-05-20 18:46:12,togx16,A Touch Of Darkness,2.99,0.0,0,A Touch of Darkness (Hades X Persephone Book 1)
255189,2022-05-20 18:52:41,gafk14,Primordial Earth,0.99,2.01,1,"Primordial Earth: Book 1 (The Extinction Series - A Prehistoric, Post-Apocalyptic, Sci-Fi Thriller)"
255190,2022-05-20 18:56:05,j2os33,The Accidental Demon Slayer,0.99,2.01,1,The Accidental Demon Slayer (Biker Witches Mystery Book 1)
255191,2022-05-20 18:57:11,hnr227,Boogeyman Booty Call,2.99,0.009999999999999787,1,Boogeyman Booty Call: A Romance for Monster Lovers (Shadow Network Romance)
255192,2022-05-20 18:59:44,dmou13,I Survived To Tell,0.99,2.01,1,I Survived to Tell: A Holocaust Memoir about Survival in the Warsaw Ghetto and 7 Camps
255193,2022-05-20 19:00:17,9lyo56,I Survived To Tell,0.99,0.0,0,I Survived to Tell: A Holocaust Memoir about Survival in the Warsaw Ghetto and 7 Camps
255194,2022-05-20 19:01:54,dvbw76,Legends And Lattes,2.99,0.009999999999999787,1,Legends & Lattes: A Novel of High Fantasy and Low Stakes
255195,2022-05-20 19:02:51,41rf14,Remember Me?,0.99,2.01,1,Remember Me?: An addictive psychological thriller that you won't be able to put down in 2022
255196,2022-05-20 19:03:43,qrr723,Kingdoms At War,0.99,2.01,1,Kingdoms at War: An Epic Fantasy Adventure (Dragon Gate Book 1)
255197,2022-05-20 19:07:53,55zg16,The Lost Girls Of Ireland,0.99,2.01,1,The Lost Girls Of Ireland
255198,2022-05-20 19:11:22,vysq30,The One Night,1.99,0.0,0,The One Night : A Novella
255199,2022-05-20 19:22:24,f9ju33,The Lost Girls Of Ireland,0.99,0.0,0,The Lost Girls Of Ireland
255200,2022-05-20 19:27:33,znsw25,The Snowdonia Killings,2.99,0.0,0,The Snowdonia Killings: A Snowdonia Murder Mystery Book 1 (A DI Ruth Hunter Crime Thriller)
255201,2022-05-20 19:33:21,x7i120,The Secret Of Giza,0.99,0.0,0,The Secret of Giza (The Kwan Thrillers Book 1)
255202,2022-05-20 19:44:33,iyuq45,A Dragon's Chains,2.99,0.0,0,A Dragon's Chains: An Epic Fantasy Saga (The Remembered War Book 1)
255203,2022-05-20 19:51:26,lbbd31,Black Cop's Kid,1.99,1.01,1,Black Cop's Kid: An Essay
255204,2022-05-20 19:53:34,uv5t20,The Ghost,2.99,0.009999999999999787,1,The Ghost: The Secret Life of CIA Spymaster James Jesus Angleton
255205,2022-05-20 19:53:46,runo16,I Survived To Tell,0.99,2.01,1,I Survived to Tell: A Holocaust Memoir about Survival in the Warsaw Ghetto and 7 Camps
255206,2022-05-20 19:55:52,zw6f71,Primordial Earth,0.99,0.0,0,"Primordial Earth: Book 1 (The Extinction Series - A Prehistoric, Post-Apocalyptic, Sci-Fi Thriller)"
255207,2022-05-20 20:02:23,gohd46,Dead By Sunset,1.99,0.0,0,"Dead by Sunset: Perfect Husband, Perfect Killer?"
255208,2022-05-20 20:07:39,bbis24,Hieronymus Bosch: A Mysterious Profile,2.99,0.0,0,Hieronymus Bosch: A Mysterious Profile (Mysterious Profiles)
255209,2022-05-20 20:13:26,ktxy20,Herland,0.99,2.01,1,"Herland (1915) (includes ""The Yellow Wallpaper"")"
255210,2022-05-20 20:19:16,cggf52,Every Little Secret,0.99,0.0,0,Every Little Secret: A new suspense-packed psychological thriller for 2022!
255211,2022-05-20 20:41:09,a8tt10,Every Little Secret,0.99,0.0,0,Every Little Secret: A new suspense-packed psychological thriller for 2022!
255212,2022-05-20 20:42:39,pm8811,Where Away,0.99,0.0,0,Where Away (Illustrated): The Story of the USS Marblehead
255213,2022-05-20 21:00:05,e5n615,Left Out By The System,2.99,0.009999999999999787,1,Left Out By The System: Post-Apocalyptic LitRPG Adventure (Lonely Apocalypse Book 1)
255214,2022-05-20 21:00:53,7r8l11,The Secret Of Giza,0.99,0.0,0,The Secret of Giza (The Kwan Thrillers Book 1)
255215,2022-05-20 21:04:38,mtza50,The Secret Of Giza,0.99,0.0,0,The Secret of Giza (The Kwan Thrillers Book 1)
255216,2022-05-20 21:07:49,tnyt15,Mrs. Kennedy And Me,1.99,1.01,1,Mrs. Kennedy and Me: An Intimate Memoir
255217,2022-05-20 21:09:42,96ed20,The Lost Girl In Paris,0.99,0.0,0,The Lost Girl in Paris: A brand new gripping and heartbreaking WW2 historical novel for 2022
255218,2022-05-20 21:17:24,2hvg12,Don't Lie To Me,0.99,0.0,0,DON'T LIE TO ME (Eva Rae Thomas Mystery Book 1)
255219,2022-05-20 21:44:54,mjve63,I Survived To Tell,0.99,0.0,0,I Survived to Tell: A Holocaust Memoir about Survival in the Warsaw Ghetto and 7 Camps
255220,2022-05-20 21:47:01,llbn65,Remember Me?,0.99,0.0,0,Remember Me?: An addictive psychological thriller that you won't be able to put down in 2022
255221,2022-05-20 22:20:49,terd34,Mrs. Kennedy And Me,1.99,0.0,0,Mrs. Kennedy and Me: An Intimate Memoir
255222,2022-05-20 22:51:37,3pgl13,The Secret Of Giza,0.99,0.0,0,The Secret of Giza (The Kwan Thrillers Book 1)
255223,2022-05-20 23:09:59,f08z53,Herland,0.99,0.0,0,"Herland (1915) (includes ""The Yellow Wallpaper"")"
255224,2022-05-20 23:16:17,yzzx13,A Touch Of Darkness,2.99,0.0,0,A Touch of Darkness (Hades X Persephone Book 1)
255225,2022-05-20 23:21:46,xao813,The Making Of The Godfather,0.99,2.01,1,The Making of the Godfather
255226,2022-05-20 23:36:28,rbc315,Trayvon: Ten Years Later,1.99,0.0,0,Trayvon: Ten Years Later
255227,2022-05-20 23:54:25,mlod17,The Lost Girls Of Ireland,0.99,0.0,0,The Lost Girls Of Ireland
255228,2022-05-21 00:07:44,zeme74,Unfettered,2.99,0.0,0,Unfettered
255229,2022-05-21 03:09:57,hgqs13,Don't Lie To Me,0.99,0.0,0,DON'T LIE TO ME (Eva Rae Thomas Mystery Book 1)
255230,2022-05-21 03:49:31,lwsn23,The Lost Girls Of Ireland,0.99,2.01,1,The Lost Girls Of Ireland
255231,2022-05-21 03:52:49,qhao57,Every Little Secret,0.99,2.01,1,Every Little Secret: A new suspense-packed psychological thriller for 2022!
255232,2022-05-21 04:24:36,tmoc12,Remember Me?,0.99,0.0,0,Remember Me?: An addictive psychological thriller that you won't be able to put down in 2022
255233,2022-05-21 05:23:13,znwd20,Every Little Secret,0.99,2.01,1,Every Little Secret: A new suspense-packed psychological thriller for 2022!
255234,2022-05-21 05:27:46,alju42,Truck Driver,0.99,2.01,1,Truck Driver
255235,2022-05-21 05:33:14,xyqb23,The Man Eating Leopard of Rudraprayag,1.49,0.0,0,The Man Eating Leopard of Rudraprayag
255236,2022-05-21 06:10:10,o1cu20,Primordial Earth,0.99,0.0,0,"Primordial Earth: Book 1 (The Extinction Series - A Prehistoric, Post-Apocalyptic, Sci-Fi Thriller)"
255237,2022-05-21 06:15:38,aorj17,Exodus,0.99,2.01,1,Exodus: Alpha Colony Book 1
255238,2022-05-21 06:52:29,lhvw37,The Secret Of Giza,0.99,2.01,1,The Secret of Giza (The Kwan Thrillers Book 1)
255239,2022-05-21 07:07:09,hfo810,Every Little Secret,0.99,0.0,0,Every Little Secret: A new suspense-packed psychological thriller for 2022!
255240,2022-05-21 07:10:20,iuzw24,The Girls On The Shore,0.99,0.0,0,The Girls on the Shore
255241,2022-05-21 07:31:21,svlm65,Left Out By The System,2.99,0.009999999999999787,1,Left Out By The System: Post-Apocalyptic LitRPG Adventure (Lonely Apocalypse Book 1)
255242,2022-05-21 07:41:42,ty1536,Black Cop's Kid,1.99,1.01,1,Black Cop's Kid: An Essay
255243,2022-05-21 08:03:55,jjld71,The Secret Of Giza,0.99,0.0,0,The Secret of Giza (The Kwan Thrillers Book 1)
255244,2022-05-21 08:15:08,a0e262,Black Autumn,0.99,2.01,1,Black Autumn: Surviving the Crash (The Black Autumn Series Book 1)
255245,2022-05-21 08:35:20,pvzg25,Every Little Secret,0.99,0.0,0,Every Little Secret: A new suspense-packed psychological thriller for 2022!
255246,2022-05-21 08:36:11,9t9h12,Relics Of Utopia,0.99,2.01,1,Relics of Utopia (Starship Gilead Book 1)
255247,2022-05-21 08:38:30,chct50,The Making Of The Godfather,0.99,0.0,0,The Making of the Godfather
255248,2022-05-21 08:46:35,pyyv71,Legends And Lattes,2.99,0.009999999999999787,1,Legends & Lattes: A Novel of High Fantasy and Low Stakes
255249,2022-05-21 09:16:29,twma30,The Lost Girls Of Ireland,0.99,0.0,0,The Lost Girls Of Ireland
255250,2022-05-21 09:23:57,wnbk10,Marriage With A Proper Stranger,0.99,0.0,0,Marriage with a Proper Stranger (Men of Wollstonecraft Hall Book 1)
255251,2022-05-21 09:34:22,3tvb37,Dead By Sunset,1.99,1.01,1,"Dead by Sunset: Perfect Husband, Perfect Killer?"
255252,2022-05-21 09:40:55,fxbq71,Relics Of Utopia,0.99,0.0,0,Relics of Utopia (Starship Gilead Book 1)
255253,2022-05-21 09:43:25,3r5u13,Punch Me Up To The Gods,1.99,1.01,1,Punch Me Up To The Gods: A Memoir
255254,2022-05-21 09:45:32,k90f10,Exodus,0.99,0.0,0,Exodus: Alpha Colony Book 1
255255,2022-05-21 09:47:05,jmdl11,Mind Over Magic,2.99,0.0,0,Mind Over Magic (A Witch in Wolf Wood Book 1)
255256,2022-05-21 09:58:56,hvfz62,I Survived To Tell,0.99,0.0,0,I Survived to Tell: A Holocaust Memoir about Survival in the Warsaw Ghetto and 7 Camps
255257,2022-05-21 10:49:42,sgmt41,Primordial Earth,0.99,0.0,0,"Primordial Earth: Book 1 (The Extinction Series - A Prehistoric, Post-Apocalyptic, Sci-Fi Thriller)"
255258,2022-05-21 10:52:47,trjx27,The Ghost,2.99,0.0,0,The Ghost: The Secret Life of CIA Spymaster James Jesus Angleton
255259,2022-05-21 10:53:50,dnzc34,Every Little Secret,0.99,2.01,1,Every Little Secret: A new suspense-packed psychological thriller for 2022!
255260,2022-05-21 11:34:47,ngiu76,The Perfect Suitor,0.99,0.0,0,The Perfect Suitor: A gripping psychological thriller with a shocking twist
255261,2022-05-21 12:04:40,yftb24,There's A Bear In The House!,1.99,0.0,0,There's a Bear In the House!
255262,2022-05-21 12:06:09,y8qz16,The Ghost,2.99,0.0,0,The Ghost: The Secret Life of CIA Spymaster James Jesus Angleton
255263,2022-05-21 12:13:20,tvjf10,The Girls On The Shore,0.99,0.0,0,The Girls on the Shore
255264,2022-05-21 12:14:01,ofup34,The Power Of Hades,0.99,0.0,0,The Power of Hades: A Fated Mates Fantasy Romance (The Hades Trials Book 1)
255265,2022-05-21 12:30:27,da1f13,Boogeyman Booty Call,2.99,0.0,0,Boogeyman Booty Call: A Romance for Monster Lovers (Shadow Network Romance)
255266,2022-05-21 12:33:27,xh9l15,There's A Bear In The House!,1.99,1.01,1,There's a Bear In the House!
255267,2022-05-21 13:00:56,fgrv15,Don't Lie To Me,0.99,0.0,0,DON'T LIE TO ME (Eva Rae Thomas Mystery Book 1)
255268,2022-05-21 13:19:13,dotz11,Don't Lie To Me,0.99,0.0,0,DON'T LIE TO ME (Eva Rae Thomas Mystery Book 1)
255269,2022-05-21 13:30:06,vjan34,Don't Lie To Me,0.99,0.0,0,DON'T LIE TO ME (Eva Rae Thomas Mystery Book 1)
255270,2022-05-21 13:37:04,knpq34,Remember Me?,0.99,2.01,1,Remember Me?: An addictive psychological thriller that you won't be able to put down in 2022
255271,2022-05-21 13:48:16,yhte34,Ship Of Magic,2.99,0.009999999999999787,1,Ship of Magic (Liveship Traders Trilogy Book 1)
255272,2022-05-21 13:49:10,pbz550,The Ghost,2.99,0.0,0,The Ghost: The Secret Life of CIA Spymaster James Jesus Angleton
255273,2022-05-21 13:55:55,0ouy25,The Accidental Demon Slayer,0.99,0.0,0,The Accidental Demon Slayer (Biker Witches Mystery Book 1)
255274,2022-05-21 14:01:55,5kzz61,Dark Stranger The Dream,0.99,2.01,1,Dark Stranger The Dream (The Children Of The Gods Paranormal Romance Book 1)
255275,2022-05-21 14:15:32,zhy433,The Lost Girls Of Ireland,0.99,2.01,1,The Lost Girls Of Ireland
255276,2022-05-21 14:17:42,lhp840,Marriage With A Proper Stranger,0.99,2.01,1,Marriage with a Proper Stranger (Men of Wollstonecraft Hall Book 1)
255277,2022-05-21 14:19:56,knfr52,Stateline,0.99,0.0,0,Stateline
255278,2022-05-21 14:33:36,anxs34,Storm,0.99,2.01,1,Storm (Dark Slayers MC Book 1)
255279,2022-05-21 14:50:08,ll3p33,The Power Of Hades,0.99,0.0,0,The Power of Hades: A Fated Mates Fantasy Romance (The Hades Trials Book 1)
255280,2022-05-21 15:34:54,y37921,The Prince And The Troll,1.99,0.0,0,The Prince and the Troll (Faraway collection)
255281,2022-05-21 15:50:28,achs66,Marriage With A Proper Stranger,0.99,2.01,1,Marriage with a Proper Stranger (Men of Wollstonecraft Hall Book 1)
255282,2022-05-21 16:09:43,3atr20,Deadly Games,2.99,0.0,0,Deadly Games: A Cavendish & Walker Novel - Book 1
255283,2022-05-21 16:25:20,cf3d14,Kingdoms At War,0.99,0.0,0,Kingdoms at War: An Epic Fantasy Adventure (Dragon Gate Book 1)
255284,2022-05-21 16:25:24,gwkq10,Amidst a Snowstorm Of Love,0.99,0.0,0,Amidst a Snowstorm of Love: A Historical Western Romance Book
255285,2022-05-21 16:25:43,7enp27,Dead By Sunset,1.99,1.01,1,"Dead by Sunset: Perfect Husband, Perfect Killer?"
255286,2022-05-21 16:40:24,icsw32,Punch Me Up To The Gods,1.99,0.0,0,Punch Me Up To The Gods: A Memoir
255287,2022-05-21 16:52:50,jqok13,A Touch Of Darkness,2.99,0.0,0,A Touch of Darkness (Hades X Persephone Book 1)
255288,2022-05-21 16:56:19,keln12,Visitor,0.99,0.0,0,Visitor (Transcendence Book 1)
255289,2022-05-21 16:59:42,gkki42,Relics Of Utopia,0.99,0.0,0,Relics of Utopia (Starship Gilead Book 1)
255290,2022-05-21 17:01:34,gqgz27,The Making Of The Godfather,0.99,0.0,0,The Making of the Godfather
255291,2022-05-21 17:18:28,898o17,Waco: A Survivor's Story,2.99,0.009999999999999787,1,Waco: A Survivor's Story
255292,2022-05-21 18:18:13,hiiy14,The Secret Of Giza,0.99,2.01,1,The Secret of Giza (The Kwan Thrillers Book 1)
255293,2022-05-21 18:40:03,7jos13,Marriage With A Proper Stranger,0.99,0.0,0,Marriage with a Proper Stranger (Men of Wollstonecraft Hall Book 1)
255294,2022-05-21 19:21:33,xumu15,Shadows And Shade,2.99,0.0,0,Shadows and Shade: Tips for surviving your paranormal kidnapping (I mean rescue) inside.
255295,2022-05-21 19:34:39,hlue27,Don't Lie To Me,0.99,0.0,0,DON'T LIE TO ME (Eva Rae Thomas Mystery Book 1)
255296,2022-05-21 20:00:37,n9nb42,The Making Of The Godfather,0.99,2.01,1,The Making of the Godfather
255297,2022-05-21 20:19:33,amxz12,Kingdoms At War,0.99,2.01,1,Kingdoms at War: An Epic Fantasy Adventure (Dragon Gate Book 1)
255298,2022-05-21 20:51:23,tllr25,Mrs. Kennedy And Me,1.99,1.01,1,Mrs. Kennedy and Me: An Intimate Memoir
255299,2022-05-21 21:01:44,yjwd25,Dark Purpose,1.49,0.0,0,Dark Purpose (Charli Cross Mystery Series Book 1)
255300,2022-05-21 21:18:47,tf1f50,The Girls On The Shore,0.99,0.0,0,The Girls on the Shore
255301,2022-05-21 21:41:57,qbup12,Every Little Secret,0.99,2.01,1,Every Little Secret: A new suspense-packed psychological thriller for 2022!
255302,2022-05-21 22:04:29,2vq750,The Secret Of Giza,0.99,0.0,0,The Secret of Giza (The Kwan Thrillers Book 1)
255303,2022-05-21 22:20:48,4gjl50,Revelations,2.99,0.0,0,Revelations: Ancient Origins Book 1
255304,2022-05-21 22:29:51,qycn41,The Making Of The Godfather,0.99,0.0,0,The Making of the Godfather
255305,2022-05-21 22:33:12,tmgj10,Exodus,0.99,0.0,0,Exodus: Alpha Colony Book 1
255306,2022-05-21 22:53:40,zyqb33,Where Away,0.99,0.0,0,Where Away (Illustrated): The Story of the USS Marblehead
255307,2022-05-21 23:05:05,g3vc62,The Secret Of Giza,0.99,2.01,1,The Secret of Giza (The Kwan Thrillers Book 1)
255308,2022-05-22 00:40:51,x2xf30,Waco: A Survivor's Story,2.99,0.0,0,Waco: A Survivor's Story
255309,2022-05-22 00:42:28,itrq42,The Secret Of Giza,0.99,2.01,1,The Secret of Giza (The Kwan Thrillers Book 1)
255310,2022-05-22 01:01:47,chls12,Mrs. Kennedy And Me,1.99,0.0,0,Mrs. Kennedy and Me: An Intimate Memoir
255311,2022-05-22 01:14:09,tu1e63,Kingdoms At War,0.99,0.0,0,Kingdoms at War: An Epic Fantasy Adventure (Dragon Gate Book 1)
255312,2022-05-22 01:32:41,sjln20,Every Little Secret,0.99,0.0,0,Every Little Secret: A new suspense-packed psychological thriller for 2022!
255313,2022-05-22 04:44:15,1fbi22,The School Mistress,0.99,0.0,0,The School Mistress (Emerson Pass Historicals Book 1)
255314,2022-05-22 05:13:43,4odr23,Stateline,0.99,0.0,0,Stateline
255315,2022-05-22 05:55:50,fobl21,The Secret Of Giza,0.99,0.0,0,The Secret of Giza (The Kwan Thrillers Book 1)
255316,2022-05-22 06:39:47,jlpy10,The Prince And The Troll,1.99,0.0,0,The Prince and the Troll (Faraway collection)
255317,2022-05-22 07:06:33,d00f10,Time Limits,1.99,1.01,1,Time Limits: A Marc McKnight Time Travel Adventure (Marc McKnight Time Travel Adventures Book 1)
255318,2022-05-22 07:10:40,2dea52,The Legs Are The Last To Go,1.99,0.0,0,"The Legs Are the Last to Go: Aging, Acting, Marrying, and Other Things I Learned the Hard Way"
255319,2022-05-22 07:15:44,seci11,Every Little Secret,0.99,2.01,1,Every Little Secret: A new suspense-packed psychological thriller for 2022!
255320,2022-05-22 07:27:24,4eyp56,Trayvon: Ten Years Later,1.99,0.0,0,Trayvon: Ten Years Later
255321,2022-05-22 07:32:27,90pj30,Her Second Death,1.99,1.01,1,Her Second Death: A Short Story (Bree Taggert)
255322,2022-05-22 07:44:13,zluz41,Stateline,0.99,2.01,1,Stateline
255323,2022-05-22 07:44:30,5yti21,Every Little Secret,0.99,0.0,0,Every Little Secret: A new suspense-packed psychological thriller for 2022!
255324,2022-05-22 08:00:21,rkf337,Stateline,0.99,2.01,1,Stateline
255325,2022-05-22 08:56:59,ukba21,The Secret Of Giza,0.99,0.0,0,The Secret of Giza (The Kwan Thrillers Book 1)
255326,2022-05-22 09:25:12,4g0m13,Relics Of Utopia,0.99,2.01,1,Relics of Utopia (Starship Gilead Book 1)
255327,2022-05-22 09:43:14,ddqj70,Remember Me?,0.99,0.0,0,Remember Me?: An addictive psychological thriller that you won't be able to put down in 2022
255328,2022-05-22 09:46:51,rkfr13,Deadly Games,2.99,0.009999999999999787,1,Deadly Games: A Cavendish & Walker Novel - Book 1
255329,2022-05-22 10:22:15,rccn22,Mind Over Magic,2.99,0.0,0,Mind Over Magic (A Witch in Wolf Wood Book 1)
255330,2022-05-22 10:37:48,uhby25,Every Little Secret,0.99,0.0,0,Every Little Secret: A new suspense-packed psychological thriller for 2022!
255331,2022-05-22 10:40:16,erjh57,Dead By Sunset,1.99,0.0,0,"Dead by Sunset: Perfect Husband, Perfect Killer?"
255332,2022-05-22 11:05:09,5txl25,Kingdoms At War,0.99,2.01,1,Kingdoms at War: An Epic Fantasy Adventure (Dragon Gate Book 1)
255333,2022-05-22 11:14:06,ojui22,Mrs. Kennedy And Me,1.99,1.01,1,Mrs. Kennedy and Me: An Intimate Memoir
255334,2022-05-22 11:29:28,hwep13,The Lost Girls Of Ireland,0.99,0.0,0,The Lost Girls Of Ireland
255335,2022-05-22 11:47:43,hfno27,Every Little Secret,0.99,2.01,1,Every Little Secret: A new suspense-packed psychological thriller for 2022!
255336,2022-05-23 17:10:55,rzv014,Primordial Earth,0.99,0.0,0,"Primordial Earth: Book 1 (The Extinction Series - A Prehistoric, Post-Apocalyptic, Sci-Fi Thriller)"
255337,2022-05-23 17:13:14,2rqo73,The Ghost,2.99,0.009999999999999787,1,The Ghost: The Secret Life of CIA Spymaster James Jesus Angleton
255338,2022-05-23 17:13:54,yltf10,The Making Of The Godfather,0.99,0.0,0,The Making of the Godfather
255339,2022-05-23 17:14:02,c1bf13,Storm,0.99,2.01,1,Storm (Dark Slayers MC Book 1)
255340,2022-05-23 17:18:21,6wnb45,Stateline,0.99,2.01,1,Stateline
255341,2022-05-23 17:18:36,azpu42,Primordial Earth,0.99,0.0,0,"Primordial Earth: Book 1 (The Extinction Series - A Prehistoric, Post-Apocalyptic, Sci-Fi Thriller)"
255342,2022-05-23 17:21:10,acsq16,Every Little Secret,0.99,0.0,0,Every Little Secret: A new suspense-packed psychological thriller for 2022!
255343,2022-05-23 17:21:57,12ww16,Exodus,0.99,0.0,0,Exodus: Alpha Colony Book 1
255344,2022-05-23 17:22:42,fdqp25,Exodus,0.99,2.01,1,Exodus: Alpha Colony Book 1
255345,2022-05-23 17:22:55,e8yd27,The Secret Of Giza,0.99,2.01,1,The Secret of Giza (The Kwan Thrillers Book 1)
255346,2022-05-23 17:32:09,fvat43,The Golden Girls' Getaway,0.99,0.0,0,"The Golden Girls' Getaway: The perfect feel-good, funny read from USA Today bestseller Judy Leigh for 2022"
255347,2022-05-23 17:34:46,w1ai54,The One Night,1.99,0.0,0,The One Night : A Novella
255348,2022-05-23 17:35:23,lxex13,The Secret Of Giza,0.99,0.0,0,The Secret of Giza (The Kwan Thrillers Book 1)
255349,2022-05-23 17:39:04,4ms716,Remember Me?,0.99,2.01,1,Remember Me?: An addictive psychological thriller that you won't be able to put down in 2022
255350,2022-05-23 17:41:40,ihbm10,It's Not About You,1.99,0.0,0,It's Not About You: A Brief Guide to a Meaningful Life
255351,2022-05-23 17:41:54,wbfi65,I Survived To Tell,0.99,0.0,0,I Survived to Tell: A Holocaust Memoir about Survival in the Warsaw Ghetto and 7 Camps
255352,2022-05-23 17:50:41,gvnb40,The Perfect Suitor,0.99,0.0,0,The Perfect Suitor: A gripping psychological thriller with a shocking twist
255353,2022-05-23 17:54:41,uhk123,Hieronymus Bosch: A Mysterious Profile,2.99,0.0,0,Hieronymus Bosch: A Mysterious Profile (Mysterious Profiles)
255354,2022-05-23 18:01:19,6g3q23,Mrs. Kennedy And Me,1.99,1.01,1,Mrs. Kennedy and Me: An Intimate Memoir
