ad_condition,dual_response,purchased_203,purchased_303,pages_opened,clicked_203,clicked_303,session_duration,num_unique,num_unique_nonad,opened_second_page,genre_rank_purchased,ad_type
2,1,0,0,1,0,0,3.0999999,1,1,0,4,2ad
6,0,0,0,1,0,0,5.0833335,1,1,0,2,4ad
2,1,0,0,1,0,0,1.9,1,1,0,4,2ad
2,0,0,0,1,0,0,1.3333334,1,1,0,1,2ad
3,1,0,0,1,0,0,4.7666669,1,1,0,4,4ad
6,1,0,0,1,0,0,.88333333,1,1,0,2,4ad
1,1,0,0,1,0,0,.86666667,1,1,0,5,3ad
3,0,0,0,1,0,0,1.4,1,1,0,1,4ad
0,1,0,0,1,0,0,.80000001,1,1,0,1,1ad
1,1,0,0,1,0,0,.86666667,1,1,0,1,3ad
1,1,0,0,1,0,0,3.2666667,1,1,0,4,3ad
5,1,0,0,1,0,0,.80000001,1,1,0,1,2ad
2,0,0,0,1,0,0,1.3333334,1,1,0,1,2ad
4,0,0,0,1,0,0,9.7666664,3,3,0,1,3ad
5,1,0,0,1,0,0,3.4666667,1,1,0,1,2ad
4,1,0,0,1,0,0,13.3,2,2,0,1,3ad
6,1,0,0,1,0,0,1.55,1,1,0,5,4ad
2,1,0,0,1,0,0,1.4,1,1,0,1,2ad
6,1,0,0,1,0,0,.75,1,1,0,5,4ad
1,1,0,0,1,0,0,1.65,2,2,0,1,3ad
1,0,0,0,2,0,0,2.5666666,2,2,1,1,3ad
2,1,0,0,1,0,0,2.3166666,1,1,0,1,2ad
4,1,0,0,1,0,0,1.8,1,1,0,3,3ad
1,1,0,0,1,0,0,.91666669,1,1,0,4,3ad
4,1,0,0,1,0,0,.48333332,1,1,0,3,3ad
2,0,0,0,1,0,0,.53333336,1,1,0,3,2ad
3,1,0,0,1,0,0,6.9833331,1,1,0,3,4ad
1,1,0,0,1,0,0,.41666666,1,1,0,5,3ad
4,1,0,0,1,0,0,.75,1,1,0,5,3ad
2,1,0,0,1,0,0,7.3833332,4,4,0,1,2ad
2,1,0,0,1,0,0,9.75,1,1,0,5,2ad
4,0,0,0,1,0,0,1.5166667,1,1,0,1,3ad
6,1,0,0,1,0,0,3.3,1,1,0,2,4ad
1,1,0,0,1,0,0,.69999999,1,1,0,2,3ad
5,1,0,0,1,0,0,1.2833333,2,2,0,3,2ad
0,1,0,0,1,0,0,3.0166667,1,1,0,5,1ad
1,1,0,0,1,0,0,6.0500002,3,3,0,4,3ad
1,1,0,0,1,0,0,6.8000002,1,1,0,5,3ad
0,0,0,0,1,0,0,5.3666668,1,1,0,1,1ad
2,1,0,0,1,0,0,.68333334,1,1,0,2,2ad
6,1,0,0,1,0,0,8.3000002,1,1,0,1,4ad
3,0,0,0,1,0,0,1.5,1,1,0,1,4ad
3,0,0,0,1,0,0,2.5999999,1,1,0,5,4ad
4,1,0,0,1,0,0,1.1666666,1,1,0,1,3ad
6,1,0,0,1,0,0,1.0833334,1,1,0,5,4ad
3,1,0,0,1,0,0,2,1,1,0,2,4ad
3,1,0,0,1,0,0,6.8499999,1,1,0,,4ad
5,1,0,0,1,0,0,5.5999999,1,1,0,1,2ad
4,1,0,0,1,0,0,.66666669,1,1,0,1,3ad
6,1,0,0,1,0,0,18.233334,1,1,0,1,4ad
2,1,0,0,1,0,0,1.8833333,1,1,0,5,2ad
1,0,0,0,1,0,0,.93333334,1,1,0,1,3ad
2,1,0,0,1,0,0,.53333336,1,1,0,2,2ad
1,1,0,0,1,0,0,2.6833334,1,1,0,2,3ad
3,1,0,0,7,0,0,3.2833333,2,2,1,1,4ad
3,1,0,0,1,0,0,1.65,1,1,0,1,4ad
0,1,0,0,1,0,0,.76666665,1,1,0,5,1ad
2,0,0,0,1,0,0,3.75,1,1,0,2,2ad
6,1,0,0,1,0,0,7.2166667,1,1,0,1,4ad
0,1,0,0,1,0,0,1.45,1,1,0,2,1ad
3,0,0,0,2,0,0,29.116667,1,1,1,2,4ad
6,1,0,0,1,0,0,1.1833333,1,1,0,4,4ad
6,1,0,0,4,0,1,8.3500004,2,1,1,1,4ad
5,1,0,0,1,0,0,2.4833333,1,1,0,4,2ad
3,1,0,0,1,0,0,13.316667,1,1,0,3,4ad
4,1,0,0,1,0,0,1.9333333,1,1,0,1,3ad
4,1,0,0,1,0,0,3.4333334,1,1,0,1,3ad
0,0,0,0,1,0,0,7.2833333,2,2,0,2,1ad
2,1,0,0,1,0,0,1.4666667,1,1,0,1,2ad
3,0,0,0,1,0,0,8.166667,0,0,0,1,4ad
3,1,0,0,1,0,0,.91666669,1,1,0,1,4ad
2,1,0,0,1,0,0,.58333331,1,1,0,1,2ad
4,1,0,0,1,0,0,13.683333,1,1,0,4,3ad
6,1,0,0,1,0,0,3.4666667,2,2,0,1,4ad
6,1,0,0,1,0,0,3.0333333,1,1,0,1,4ad
1,1,0,0,1,0,0,.69999999,1,1,0,3,3ad
1,1,0,0,1,0,0,1.25,2,2,0,4,3ad
1,1,0,0,1,0,0,1.8666667,1,1,0,1,3ad
5,1,0,0,1,0,0,7.4333334,1,1,0,1,2ad
6,1,0,0,1,0,0,.61666667,1,1,0,3,4ad
5,1,0,0,10,0,0,3.6500001,4,4,1,1,2ad
5,0,0,0,4,0,0,1.7666667,1,1,1,1,2ad
4,0,0,0,1,0,0,1.5666667,1,1,0,1,3ad
6,1,0,0,1,0,0,5.4833331,1,1,0,2,4ad
2,1,0,0,1,0,0,.53333336,1,1,0,1,2ad
5,1,0,0,1,0,0,30.383333,1,1,0,1,2ad
1,1,0,0,1,0,0,1.8833333,1,1,0,1,3ad
4,1,0,0,1,0,0,2.55,1,1,0,1,3ad
4,1,0,0,1,0,0,10.033334,2,2,0,4,3ad
1,1,0,0,1,0,0,1.4166666,1,1,0,1,3ad
4,0,0,0,1,0,0,19.200001,1,1,0,1,3ad
6,1,0,0,1,0,0,22.299999,2,2,0,2,4ad
5,1,0,0,1,0,0,.38333333,1,1,0,1,2ad
6,1,0,0,1,0,0,2.2,1,1,0,2,4ad
4,1,0,0,2,0,0,2.3666666,1,1,1,2,3ad
2,1,0,0,1,0,0,.58333331,1,1,0,2,2ad
2,1,0,0,1,0,0,1.0666667,1,1,0,1,2ad
5,1,0,0,1,0,0,10.683333,1,1,0,4,2ad
1,1,0,0,3,0,0,2.8,1,1,1,2,3ad
4,1,0,0,1,0,0,.85000002,1,1,0,5,3ad
0,1,0,0,1,0,0,1.6333333,1,1,0,2,1ad
1,1,0,0,10,0,0,3.2833333,2,2,1,1,3ad
6,0,0,0,1,0,0,1.1166667,1,1,0,1,4ad
2,1,0,0,1,0,0,.64999998,1,1,0,1,2ad
6,1,0,0,1,0,0,3.8333333,1,1,0,3,4ad
3,1,0,0,1,0,0,1.0333333,1,1,0,3,4ad
5,1,0,0,1,0,0,2.6833334,1,1,0,3,2ad
5,1,0,0,1,0,0,1.3,1,1,0,4,2ad
2,1,0,0,1,0,0,.96666664,1,1,0,1,2ad
3,1,0,0,1,0,0,3.8666666,1,1,0,5,4ad
1,0,0,0,1,0,0,1.7833333,1,1,0,1,3ad
6,1,0,0,1,0,0,9.9333334,2,2,0,3,4ad
5,1,0,0,1,0,0,2.8166666,1,1,0,1,2ad
2,1,0,0,1,0,0,1.2166667,1,1,0,1,2ad
4,1,0,0,1,0,0,1.35,1,1,0,4,3ad
2,1,0,0,1,0,0,.98333335,1,1,0,5,2ad
4,1,0,0,1,0,0,.91666669,1,1,0,1,3ad
4,1,0,0,1,0,0,.23333333,1,1,0,3,3ad
2,1,0,0,1,0,0,1.9166666,1,1,0,2,2ad
3,1,0,0,1,0,0,6.8833332,1,1,0,4,4ad
2,1,0,0,1,1,0,11.7,2,1,0,2,2ad
3,0,0,0,7,0,0,2.8,1,1,1,1,4ad
3,1,0,0,1,0,0,1.4166666,1,1,0,4,4ad
4,1,0,0,1,0,0,1.4666667,1,1,0,3,3ad
3,1,0,0,2,0,0,2.6500001,1,1,1,2,4ad
6,1,0,0,1,0,0,1.4666667,1,1,0,4,4ad
2,1,0,0,1,0,0,12.066667,1,1,0,2,2ad
6,1,0,0,1,0,0,.56666666,1,1,0,5,4ad
5,1,0,0,1,0,0,1.7333333,1,1,0,2,2ad
3,1,0,0,1,0,0,13.8,1,1,0,5,4ad
4,1,0,0,1,0,0,11.916667,1,1,0,1,3ad
2,1,0,0,1,0,0,5.4333334,1,1,0,1,2ad
1,1,0,0,2,0,0,18.783333,5,5,1,1,3ad
2,1,0,0,1,0,0,1.3666667,1,1,0,1,2ad
1,0,0,0,1,0,0,2.1500001,1,1,0,3,3ad
5,1,0,0,1,0,0,3.7166667,1,1,0,3,2ad
3,0,0,0,1,0,0,1.2666667,2,2,0,1,4ad
5,1,0,0,1,0,0,.80000001,1,1,0,4,2ad
2,1,0,0,1,0,0,1.2,1,1,0,3,2ad
1,0,0,0,4,0,0,2.5666666,3,3,1,1,3ad
4,1,0,0,4,0,0,2.4000001,1,1,1,2,3ad
6,0,0,0,5,0,0,1.95,1,1,1,1,4ad
5,0,0,0,10,0,0,2.9666667,1,1,1,1,2ad
1,1,0,0,1,0,0,2.3166666,1,1,0,4,3ad
4,1,0,0,1,0,0,6.3000002,3,3,0,3,3ad
1,0,0,0,1,0,0,1.5333333,1,1,0,1,3ad
2,1,0,0,1,0,0,.66666669,1,1,0,1,2ad
1,1,0,0,1,0,0,2.4666667,1,1,0,3,3ad
4,1,0,0,1,0,0,2.3,1,1,0,3,3ad
2,1,0,0,1,0,0,32.716667,1,1,0,3,2ad
1,0,0,0,1,0,0,13.65,1,1,0,1,3ad
3,0,0,0,1,0,0,5.8166666,1,1,0,3,4ad
5,1,0,0,1,0,0,27.766666,1,1,0,2,2ad
4,1,0,0,3,0,0,5.5500002,4,4,1,3,3ad
5,1,0,0,1,0,0,1.9666667,1,1,0,1,2ad
1,1,0,0,1,0,0,7.6333332,2,2,0,1,3ad
4,0,0,0,1,0,0,.73333335,1,1,0,3,3ad
2,1,0,0,1,0,0,5.4666667,1,1,0,2,2ad
3,1,0,0,12,0,0,5.2833333,2,2,1,1,4ad
1,0,0,0,1,0,0,.69999999,1,1,0,2,3ad
3,1,0,0,1,0,0,2.4666667,1,1,0,4,4ad
2,0,0,0,1,0,0,1.65,1,1,0,1,2ad
3,1,0,0,1,0,0,2.4000001,1,1,0,2,4ad
4,1,0,0,1,0,0,2.2833333,1,1,0,1,3ad
6,1,0,0,2,0,0,2.5999999,2,2,1,1,4ad
3,1,0,0,1,0,0,1.1666666,1,1,0,2,4ad
1,1,0,0,11,0,0,3.1666667,1,1,1,1,3ad
1,1,0,0,1,0,0,4.2666669,4,4,0,1,3ad
5,1,0,0,1,0,0,.53333336,1,1,0,3,2ad
4,1,0,0,1,0,0,1.4666667,1,1,0,1,3ad
5,1,0,0,1,0,0,2.2666667,1,1,0,3,2ad
4,1,0,0,1,0,0,.68333334,1,1,0,1,3ad
6,1,0,0,10,0,0,7.0833335,4,4,1,1,4ad
4,1,0,0,1,0,0,1.5833334,1,1,0,5,3ad
1,1,0,0,1,0,0,1.9833333,1,1,0,5,3ad
1,1,0,0,1,0,0,.76666665,1,1,0,4,3ad
1,1,0,0,1,0,0,6.0500002,2,2,0,5,3ad
2,0,0,0,1,0,0,4.0500002,1,1,0,1,2ad
3,1,0,0,1,0,0,3.6166666,1,1,0,3,4ad
3,1,0,0,1,0,0,2,2,2,0,1,4ad
2,0,0,0,1,0,0,2.0333333,1,1,0,2,2ad
3,1,0,0,1,0,0,.63333333,1,1,0,1,4ad
4,1,0,0,1,0,0,.80000001,1,1,0,3,3ad
6,1,0,0,1,0,0,5.6166668,1,1,0,4,4ad
2,1,0,0,1,0,0,1.1166667,1,1,0,4,2ad
5,1,0,0,1,0,0,1.5,1,1,0,3,2ad
2,1,0,0,1,0,0,28.85,1,1,0,4,2ad
3,1,0,0,1,0,0,2.0666666,2,2,0,3,4ad
6,1,0,0,1,0,0,4.1333332,1,1,0,2,4ad
3,1,0,0,1,0,0,.55000001,1,1,0,2,4ad
4,1,0,0,1,0,0,1.5666667,1,1,0,1,3ad
4,0,0,0,1,0,0,3.1166666,1,1,0,3,3ad
3,0,0,0,1,0,0,.93333334,1,1,0,,4ad
6,0,0,0,1,0,0,2.95,1,1,0,1,4ad
1,0,0,0,1,0,0,5.5166669,3,3,0,1,3ad
4,0,0,0,1,0,0,.64999998,1,1,0,1,3ad
6,0,0,0,1,0,0,.63333333,1,1,0,5,4ad
5,1,0,0,1,0,0,1.4333333,1,1,0,2,2ad
1,0,0,0,1,0,0,9.0666666,2,2,0,3,3ad
2,1,0,0,1,0,0,1.4833333,1,1,0,2,2ad
6,1,0,0,1,0,0,.43333334,1,1,0,5,4ad
4,1,0,0,1,0,0,.73333335,1,1,0,5,3ad
5,1,0,0,1,0,0,.88333333,1,1,0,2,2ad
4,1,0,0,1,0,0,13.216666,1,1,0,1,3ad
0,0,0,0,8,0,0,24.683332,1,1,1,1,1ad
1,1,0,0,1,0,0,1.6333333,1,1,0,5,3ad
1,1,0,0,1,0,0,3.3833334,2,2,0,1,3ad
3,1,0,0,1,0,0,.55000001,1,1,0,3,4ad
1,1,0,0,1,0,0,1.1,1,1,0,3,3ad
5,1,0,0,1,0,0,4.4333334,1,1,0,1,2ad
4,1,0,0,1,0,0,1.0166667,1,1,0,2,3ad
2,0,0,0,1,0,0,.51666665,1,1,0,5,2ad
1,1,0,0,1,0,0,1,1,1,0,5,3ad
1,1,0,0,1,0,0,1.55,1,1,0,4,3ad
0,1,0,0,1,0,0,.91666669,1,1,0,1,1ad
1,1,0,0,1,0,0,1.5666667,1,1,0,1,3ad
5,0,0,0,1,0,0,1.0333333,1,1,0,2,2ad
1,1,0,0,1,0,0,7.4166665,1,1,0,1,3ad
4,1,0,0,1,0,0,1.2,1,1,0,2,3ad
2,0,0,0,1,0,0,1.3,1,1,0,1,2ad
4,0,0,0,4,0,0,6.6833334,5,5,1,1,3ad
6,0,0,0,1,0,0,3.3499999,1,1,0,1,4ad
5,1,0,0,1,0,0,.93333334,1,1,0,1,2ad
6,1,0,0,1,0,0,.96666664,1,1,0,1,4ad
2,1,0,0,1,0,0,1.6,1,1,0,5,2ad
2,0,0,0,1,0,0,4,2,2,0,1,2ad
6,1,0,0,1,0,0,.81666666,1,1,0,4,4ad
4,0,0,0,1,0,0,.94999999,1,1,0,1,3ad
1,0,0,0,1,0,0,2.1666667,1,1,0,2,3ad
6,1,0,0,1,0,0,2.1833334,1,1,0,1,4ad
5,1,0,0,1,0,0,3.1666667,1,1,0,3,2ad
2,1,0,0,1,0,0,1.6833333,1,1,0,4,2ad
2,1,0,0,1,0,0,1.5333333,1,1,0,2,2ad
2,0,0,0,10,0,0,6.0500002,1,1,1,1,2ad
2,0,0,0,7,0,0,3.2666667,1,1,1,1,2ad
3,1,0,0,1,0,0,.43333334,1,1,0,4,4ad
6,0,0,0,1,0,0,12.833333,5,5,0,2,4ad
1,1,0,0,1,0,0,1.0166667,1,1,0,1,3ad
3,1,0,0,5,0,0,3.2,1,1,1,1,4ad
5,1,0,0,1,0,0,5.4833331,2,2,0,2,2ad
1,1,0,0,1,1,0,1,2,1,0,3,3ad
1,1,0,0,1,0,0,.96666664,1,1,0,1,3ad
1,1,0,0,1,0,0,1.7333333,1,1,0,1,3ad
6,1,0,0,3,0,0,6.6666665,1,1,1,5,4ad
4,0,0,0,1,0,0,5.0833335,1,1,0,1,3ad
6,1,0,0,1,0,0,4.2333331,1,1,0,1,4ad
1,1,0,0,1,0,0,1.0333333,1,1,0,5,3ad
3,1,0,0,1,0,0,.88333333,1,1,0,2,4ad
6,1,0,0,1,0,0,2,1,1,0,1,4ad
2,0,0,0,1,0,0,2.6333334,1,1,0,1,2ad
3,1,0,0,1,0,0,6.1166668,1,1,0,4,4ad
3,1,0,0,3,0,0,4.6500001,4,4,1,1,4ad
2,1,0,0,1,0,0,.89999998,1,1,0,4,2ad
3,1,0,0,1,0,0,.98333335,1,1,0,4,4ad
5,1,0,0,1,0,0,.68333334,1,1,0,1,2ad
6,0,0,0,1,0,0,.85000002,1,1,0,1,4ad
5,1,0,0,1,0,0,1.55,1,1,0,1,2ad
3,0,0,0,1,0,0,1.9833333,1,1,0,1,4ad
1,1,0,0,1,0,0,4.1833334,1,1,0,1,3ad
2,0,0,0,1,0,0,.85000002,1,1,0,1,2ad
3,1,0,0,1,0,0,3.0833333,1,1,0,2,4ad
1,0,0,0,1,0,0,1.7666667,1,1,0,5,3ad
3,0,0,0,1,0,0,2.3166666,1,1,0,1,4ad
3,0,0,0,1,0,0,3.6666667,1,1,0,1,4ad
2,1,0,0,1,0,0,3.2833333,1,1,0,4,2ad
4,1,0,0,1,0,0,1.5666667,1,1,0,4,3ad
4,1,0,0,1,0,0,1.05,1,1,0,2,3ad
3,1,0,0,1,0,0,1.0333333,1,1,0,1,4ad
1,1,0,0,1,0,0,.93333334,1,1,0,1,3ad
5,1,0,0,1,0,0,1.8,1,1,0,2,2ad
5,1,0,0,1,0,0,2.6833334,2,2,0,1,2ad
1,0,0,0,1,0,0,2.4000001,1,1,0,,3ad
4,1,0,0,1,0,0,6.1166668,1,1,0,2,3ad
2,1,0,0,1,0,0,1.6833333,1,1,0,4,2ad
1,1,0,0,1,0,0,3.2833333,1,1,0,3,3ad
3,1,0,0,1,0,0,4.4000001,2,2,0,1,4ad
3,1,0,0,1,0,0,.89999998,1,1,0,5,4ad
1,1,0,0,1,0,0,.81666666,1,1,0,2,3ad
5,1,0,0,1,0,0,7.9499998,1,1,0,1,2ad
5,0,0,0,1,0,0,1,1,1,0,4,2ad
5,1,0,0,1,0,0,2.6166666,2,2,0,5,2ad
3,1,0,0,1,0,0,.60000002,1,1,0,1,4ad
3,1,0,0,1,0,0,1.6166667,1,1,0,2,4ad
2,1,0,0,1,0,0,7.3666668,1,1,0,1,2ad
6,1,0,0,1,0,0,.88333333,1,1,0,5,4ad
5,1,0,0,1,0,0,3.5333333,1,1,0,5,2ad
2,1,0,0,1,0,0,1.8833333,1,1,0,1,2ad
5,1,0,0,1,0,0,20.333334,1,1,0,4,2ad
4,1,0,0,1,0,0,.83333331,1,1,0,1,3ad
3,0,0,0,1,0,0,8.0666666,1,1,0,1,4ad
2,1,0,0,1,0,0,1.2166667,1,1,0,5,2ad
1,1,0,0,1,0,0,4.8000002,1,1,0,1,3ad
5,1,0,0,1,0,0,.75,1,1,0,3,2ad
4,0,0,0,1,0,0,1.55,1,1,0,1,3ad
6,0,0,0,12,0,0,5.9000001,2,2,1,1,4ad
1,0,0,0,1,0,0,2.6666667,1,1,0,2,3ad
4,1,0,0,1,0,0,2.2,1,1,0,1,3ad
5,1,0,0,1,0,0,1.0666667,1,1,0,1,2ad
5,1,0,0,1,0,0,3.2666667,1,1,0,1,2ad
3,1,0,0,1,0,0,6.9499998,1,1,0,5,4ad
0,0,0,0,1,0,0,2.3333333,1,1,0,2,1ad
1,0,0,0,1,0,0,1.15,1,1,0,3,3ad
4,1,0,0,1,0,0,1.7333333,1,1,0,2,3ad
3,0,1,0,1,1,0,.98333335,1,0,0,5,4ad
4,0,1,0,2,1,0,.85000002,1,0,1,5,3ad
6,1,1,0,6,1,0,5.3833332,5,4,1,4,4ad
6,1,1,0,2,1,0,2.7333333,1,0,1,2,4ad
1,1,1,0,2,1,0,1.2,1,0,1,2,3ad
1,1,1,0,2,1,0,21.933332,1,0,1,5,3ad
1,0,1,0,1,1,0,3.45,1,0,0,1,3ad
2,0,1,0,5,1,0,5.0666666,1,0,1,3,2ad
2,1,1,0,2,1,0,6.7333331,3,2,1,2,2ad
3,0,1,0,2,1,0,1.6,2,1,1,1,4ad
1,0,1,0,2,1,1,7.4833331,2,0,1,5,3ad
3,1,1,0,1,1,0,1.8666667,1,0,0,2,4ad
2,0,1,0,2,1,0,2.9000001,1,0,1,4,2ad
3,1,1,0,10,1,0,10.816667,7,6,1,2,4ad
3,1,1,0,1,1,0,2.0166667,1,0,0,3,4ad
2,1,1,0,1,1,0,4.4499998,1,0,0,3,2ad
1,1,1,0,1,1,0,9,1,0,0,5,3ad
3,1,1,0,2,1,0,10.616667,1,0,1,4,4ad
1,1,1,0,2,1,0,2.5166667,1,0,1,5,3ad
1,0,1,0,2,1,0,1.8833333,1,0,1,1,3ad
4,1,1,0,2,1,0,1.9333333,2,1,1,1,3ad
5,0,1,0,2,1,0,3.6166666,1,0,1,3,2ad
4,1,1,0,6,1,0,5.1666665,2,1,1,1,3ad
1,1,1,0,1,1,0,1.9,1,0,0,2,3ad
3,0,1,0,1,1,0,1.95,1,0,0,3,4ad
4,1,1,0,2,1,1,5.3333335,3,1,1,1,3ad
3,1,1,0,2,1,0,2.2833333,1,0,1,2,4ad
1,1,1,0,8,1,0,3.5166667,4,3,1,1,3ad
1,0,1,0,2,1,0,2.5666666,1,0,1,1,3ad
2,1,1,0,1,1,0,.80000001,1,0,0,2,2ad
0,0,1,0,5,1,1,3.1166666,11,9,1,1,1ad
2,1,1,0,2,1,0,1.9666667,1,0,1,1,2ad
2,0,1,0,1,1,0,1.85,1,0,0,4,2ad
1,1,1,0,10,1,0,6.6500001,1,0,1,4,3ad
2,1,1,0,1,1,0,1.3,1,0,0,4,2ad
3,1,1,0,2,1,1,6.4166665,2,0,1,2,4ad
1,1,1,0,4,1,0,1.6666666,1,0,1,1,3ad
1,1,1,0,1,1,0,7.3166666,1,0,0,2,3ad
2,0,1,0,1,1,0,.76666665,1,0,0,2,2ad
1,0,1,0,2,1,0,3.6166666,1,0,1,4,3ad
4,1,1,0,3,1,0,2.0833333,1,0,1,1,3ad
2,1,1,0,2,1,0,2.5333333,1,0,1,3,2ad
3,0,1,0,1,1,0,1.2166667,1,0,0,1,4ad
1,1,1,0,2,1,0,4.3166666,1,0,1,1,3ad
1,1,1,0,1,1,0,1.2333333,1,0,0,5,3ad
1,1,1,0,10,1,0,6.9166665,8,7,1,1,3ad
0,1,1,0,2,1,0,1.75,1,0,1,1,1ad
1,1,1,0,2,1,0,1.6833333,1,0,1,1,3ad
2,1,1,0,1,1,0,1.6166667,1,0,0,5,2ad
2,1,1,0,2,1,0,1.25,1,0,1,1,2ad
2,1,1,0,10,1,0,3.4333334,1,0,1,5,2ad
3,1,1,0,2,1,0,1.45,1,0,1,3,4ad
5,1,1,0,5,1,0,1.7833333,2,1,1,1,2ad
2,0,1,0,5,1,0,4.0166669,2,1,1,,2ad
6,1,1,0,2,1,0,1.6,1,0,1,1,4ad
3,1,1,0,1,1,0,5.0833335,1,0,0,2,4ad
0,1,1,0,2,1,0,5.2833333,1,0,1,4,1ad
1,1,1,0,1,1,0,1.35,1,0,0,5,3ad
2,1,1,0,1,1,0,3.4166667,1,0,0,3,2ad
6,1,1,0,10,1,0,5.4499998,3,2,1,1,4ad
4,0,1,0,10,1,0,3.2666667,1,0,1,1,3ad
6,1,1,0,2,1,0,1.0666667,1,0,1,1,4ad
3,0,1,0,7,1,0,2.7,3,2,1,4,4ad
5,1,1,0,2,1,0,2.2,1,0,1,3,2ad
3,1,1,0,4,1,0,2.5666666,1,0,1,5,4ad
1,1,1,0,2,1,0,2.2333333,1,0,1,2,3ad
5,1,1,0,1,1,0,6.0500002,1,0,0,4,2ad
3,0,1,0,1,1,0,1.2166667,1,0,0,5,4ad
3,1,1,0,6,1,0,2,1,0,1,5,4ad
2,1,1,0,1,1,0,1.75,1,0,0,3,2ad
5,1,1,0,2,1,0,3.7833333,1,0,1,3,2ad
3,1,1,0,1,1,0,1.95,1,0,0,5,4ad
0,1,1,0,2,1,0,5.1500001,2,1,1,2,1ad
1,1,1,0,6,1,0,24.416666,2,1,1,1,3ad
4,0,1,0,7,1,0,4.8000002,4,3,1,4,3ad
2,1,1,0,1,1,0,2.05,1,0,0,2,2ad
3,1,1,0,1,1,0,1.6833333,1,0,0,2,4ad
3,1,1,0,1,1,0,1.0333333,1,0,0,4,4ad
1,1,1,0,1,1,0,5.0500002,1,0,0,4,3ad
2,1,1,0,1,1,0,2.7833333,1,0,0,2,2ad
2,1,1,0,3,1,0,3.1166666,1,0,1,1,2ad
3,1,1,0,1,1,0,1.0166667,1,0,0,4,4ad
4,0,1,0,5,1,0,3.3833334,3,2,1,2,3ad
6,1,1,0,2,1,0,1.5666667,1,0,1,1,4ad
3,0,1,0,2,1,0,1.6166667,1,0,1,1,4ad
3,0,1,0,1,1,0,1.25,1,0,0,5,4ad
2,1,1,0,1,1,0,1,1,0,0,1,2ad
5,0,1,0,11,1,1,5.8666668,4,2,1,1,2ad
1,1,1,0,1,1,0,2.4833333,1,0,0,5,3ad
5,0,1,0,10,1,0,5.2166667,1,0,1,3,2ad
2,0,1,0,6,1,0,4.1166668,1,0,1,2,2ad
1,1,1,0,1,1,0,1.8,1,0,0,2,3ad
2,1,1,0,1,1,0,4.0666666,1,0,0,1,2ad
2,1,1,0,1,1,0,.89999998,1,0,0,4,2ad
3,1,1,0,1,1,0,1.9166666,1,0,0,4,4ad
3,1,1,0,10,1,0,2.4666667,2,1,1,5,4ad
1,1,1,0,2,1,0,3.2166667,1,0,1,1,3ad
3,1,1,0,2,1,0,3.3833334,1,0,1,2,4ad
5,1,1,0,6,1,0,2.3833334,1,0,1,2,2ad
3,1,1,0,11,1,0,5.8333335,6,5,1,1,4ad
3,0,1,0,1,1,0,.51666665,1,0,0,2,4ad
3,0,1,0,1,1,0,1.7333333,1,0,0,3,4ad
3,0,1,0,2,1,0,1.55,1,0,1,5,4ad
2,0,1,0,1,1,0,3.3499999,1,0,0,5,2ad
3,0,1,0,2,1,0,.89999998,1,0,1,5,4ad
5,1,1,0,2,1,0,3.2,3,2,1,2,2ad
2,1,1,0,1,1,0,1.75,1,0,0,5,2ad
2,0,1,0,1,1,0,1.7166667,2,1,0,4,2ad
6,0,1,0,1,1,0,1.1666666,1,0,0,1,4ad
2,0,1,0,1,1,0,.71666664,1,0,0,1,2ad
3,0,1,0,1,1,0,2.4000001,1,0,0,3,4ad
2,1,1,0,1,1,0,1.1833333,1,0,0,4,2ad
3,1,1,0,1,1,0,5.3000002,1,0,0,1,4ad
3,1,1,0,1,1,0,.94999999,1,0,0,1,4ad
1,1,1,0,2,1,0,6.6666665,1,0,1,3,3ad
3,1,1,0,3,1,0,1.9333333,2,1,1,4,4ad
2,1,1,0,2,1,0,2.7833333,1,0,1,2,2ad
3,0,1,0,1,1,0,6.1333332,1,0,0,5,4ad
1,0,1,0,1,1,0,.64999998,1,0,0,2,3ad
1,1,1,0,2,1,0,.69999999,1,0,1,,3ad
3,1,1,0,1,1,0,.91666669,1,0,0,1,4ad
6,0,1,0,9,1,0,3.9833333,6,5,1,3,4ad
1,0,1,0,1,1,0,1.1333333,1,0,0,2,3ad
1,1,1,0,1,1,0,4.1666665,2,1,0,4,3ad
2,1,1,0,1,1,0,2.1666667,1,0,0,5,2ad
3,1,1,0,10,1,0,5.6999998,6,5,1,5,4ad
1,0,1,0,13,1,0,15.916667,3,2,1,2,3ad
3,0,1,0,1,1,0,1.3833333,1,0,0,5,4ad
3,1,1,0,3,1,0,1.6833333,1,0,1,1,4ad
2,0,1,0,1,1,0,2.75,1,0,0,2,2ad
2,1,1,0,1,1,0,1.4833333,1,0,0,2,2ad
6,1,1,0,2,1,0,1.7,1,0,1,1,4ad
4,1,1,0,4,1,0,7.75,1,0,1,3,3ad
3,1,1,0,1,1,0,.80000001,1,0,0,2,4ad
2,1,1,0,7,1,0,2.95,2,1,1,1,2ad
6,0,1,0,10,1,0,5.2666669,3,2,1,2,4ad
1,1,1,0,1,1,0,1.3833333,1,0,0,2,3ad
6,1,1,0,4,1,0,2.7833333,1,0,1,2,4ad
2,0,1,0,1,1,0,.58333331,1,0,0,3,2ad
2,1,1,0,3,1,0,6.9499998,1,0,1,4,2ad
1,0,1,0,11,1,0,2.9833333,1,0,1,2,3ad
