asin,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Shipping class,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Tags,passed_price_check,position,Description,ID,Regular Price,author,Categories,Images
B07YXSLVX7,simple,about107,It's Not About You,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-14,"Life is not about you. It's about what you do for others. That's the realization that has driven Tom Rath-the mega-bestselling expert in self-development research-to evolve his focus from one's inward search for strength to the larger outward search for purposeful contribution to others. It's Not About You is a short introduction to the next chapter in the life and career of perhaps our greatest living self-help writer.\n\nDiagnosed with a rare genetic condition at age sixteen, Tom's awareness of his own mortality drove him to pursue a meaningful life in the nurturing care of his family, including his eventual mentor and collaborator, Tom's grandfather Don Clifton. In this empowering hybrid of a self-help memoir, Tom remembers and celebrates his greatest teacher as he emphatically encourages each and every one of us to answer life's great question: What can I put into the world?'",107,1.99,Tom Rath,Biography/Memoir,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/107.jpg
B09RB5W9JW,simple,instructor207,Private Instructor,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-14,"About 40 percent of the general population reports some fear of flying.\nFor Nicole Jensen, this is more than just a statistic. It's a reality she lives with daily. So when Nicole is thrust into planning a convention out of state, she soon realizes that she might have to face that fear head-on.\nEnter Nash Taylor, former playboy pilot, occasional as$hole, and way too good-looking for Nicole to take seriously. But the more time they spend together, the more she realizes that Nash is way more than what she thought, and falling for him becomes harder and harder.\nWithout realizing it, Nicole and Nash need each other in ways neither of them expected. But will Nicole's past hinder their connection or allow it to take off?""",207,2.99,S.A. Clayton,Romance,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/207.jpg
B07PP9N4D8,simple,lie307,Don't Lie To Me,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-14,"When twelve-year-old Sophie Williams went on a Girl Scout summer camp, she never returned home.\nThree months later, her body is found inside her sleeping bag in the most frequented area of Cocoa Beach, and the town is outraged.\n\nThe girl isn't just any child. She's the town's most beloved surf idol, and it was believed that she could be the next Kelly Slater.\n\nAs another child, the son of a well-known senator is kidnapped, and the parents receive a disturbing video, FBI profiler Eva Rae Thomas - who has just returned to her hometown, divorced and out of a job - plunges into the investigation, breaking her promise to her children not to do police work again.\n\nWith her old flame Matt Miller in charge, local law enforcement are the ones who ask for her help in a case so unsettling that only she can solve it. But the deeper they dig, the deadlier it becomes for Matt and Eva Rae. Soon, everyone she holds dear is in grave danger as this case hits a little too close to home.",307,0.99,Willow Rose,Mystery/Thriller,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/307.jpg
B09RW13C5Y,simple,secret407,Secret Of The Broken King,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-14,"He married me, exiled me, and now he's the only thing stopping me from saving my sister.\n\nMy sister is turning to stone. She's been asleep for eight years - the same amount of time I've been the secret, exiled wife of the King of the Ocean.\nPoseidon is fierce, unforgiving, and terrifyingly powerful.\nI'm just a broken sea nymph whose magic never surfaced.\nBut the only way to save my sister lies in his underwater palace, and I've got nothing else to lose.\n\nI expected escaping exile and getting to the palace to be tough. What I didn't anticipate was battling a torrent of unexpected desire for Poseidon when he catches me.\nThe devastatingly beautiful ocean god has secrets. Wild waves crash through his eyes when he looks at me, and I soon realize he might be just as broken as I am.\n\nBut when a god has secrets, the consequences are deadly.",407,2.99,Eliza Raine,Fantasy,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/407.jpg
B08F7Q79DM,simple,earth507,Primordial Earth,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-14,"This is their world, and we are the prey.\nAfter an unexplained event shifted entire cities millions of years into the past, life has become a daily struggle for survival. Rogue, tenacious and fierce, has never known anything except a harsh life on the streets of Prime City until she finds herself on the wrong side of the law... and the wall.\n\nNothing could've prepared her for the outside...\nExiled, unarmed, and alone, she faces a perilous journey into a savage prehistoric world. With nothing but her wits, she sets out into the unknown. Can she find a way to survive or will the primordial land claim another victim?'",507,0.99,Baileigh Higgins,Science Fiction,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/507.jpg
B007AIT48O,simple,sixminutes108,Six Minutes To Freedom,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-13,"Dear President Bush,\nMy name is Kimberly Anne Muse. I am writing this letter not for me but for my father, Kurt Frederick Muse. As you should know by now, he is a political prisoner in Panama. . ..\n\nBorn in the United States and raised in Panama, Kurt Muse grew up with a deep love for his adopted country. But the crushing regime of General Manuel Noriega in the late 1980s threatened his, and a nation's, freedom. A nightmare of murder and unexplained disappearances compelled Kurt and a few trusted friends to begin a clandestine radio campaign, urging the people of Panama to rise up for their basic human rights.\n\nSix Minutes to Freedom is the remarkable tale of Kurt Muse's arrest and harrowing months of imprisonment; his eyewitness accounts of torture; and the plight of his family as they fled for their lives. It is also the heart-pounding account of the only American civilian ever rescued by the elite Delta Force. Timelier than ever, this is a thrilling and highly personal narrative about one man's courage and dedication to his beliefs.",108,1.99,Kurt Muse,Biography/Memoir,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/108.jpg
B084VVGLY4,simple,mistress208,The School Mistress,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-13,"Colorado, 1910. Quinn Cooper can't help feeling uneasy. But securing a job as a schoolmarm in a tiny frontier town was the only way to save her family from starvation back in Boston. And her nerves aren't eased by a stray gunshot that spooks the sleigh horses, casting her into the snow- until she's rescued by a handsome stranger.\nLord Alexander Barnes knows better than to believe any pretty young woman would willingly become a mother to five children. But the lonely widower finds himself charmed by the lovely newcomer and her easy rapport with his offspring. And after his disgruntled nanny quits, his heart melts at the sight of her joyfully taking over the role.\n\nDetermined to prove herself in the schoolhouse and as a governess, Quinn fears her near-poverty will prevent any possible courtship with the affluent Englishman. And between their age difference and prejudicial violence in the town, Lord Barnes is certain this second chance at happiness just cannot be.\n\nWill their love go unspoken, or will their persistence reward them with a lasting passion?'",208,0.99,Tess Thompson,Romance,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/208.jpg
B09BTTXJ4F,simple,remember308,Remember Me?,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-13,"A perfect life-\n\nPaul Henderson leads a normal life. A deputy headteacher at a good school, a loving relationship with girlfriend Jenna, and a baby on the way. Everything seems perfect.\n\nA shocking message-\n\nUntil Paul receives a message from his ex-fiance Nicole. Beautiful, ambitious and fierce, Nicole is everything Jenna is not. And now it seems Nicole is back, and she has a score to settle with Paul-\n\nA deadly secret.\n\nBut Paul can't understand how Nicole is back. Because he's pretty sure he killed her with his own bare hands-.\n\nWhich means, someone else knows the truth about what happened that night. And they'll stop at nothing to make Paul pay-'",308,0.99,Amanda Rigby,Mystery/Thriller,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/308.jpg
B07NYDVQVT,simple,witch408,Witch's Sorrow,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-13,"An amateur witch. A dark past. A fierce deceit.\n\nPaladin Agent Alice Skye didn't think much of the contract forced upon her by Rexley Wild, Alpha of one of the largest packs in Europe. \n\nHe hired her for one job. \n\nFind the missing wolf.\n\nUnfortunately for Alice, she might already be too late.\n\nShe's in way over her head, an inexperienced witch who has to use all her instincts to help the secretive and detached Alpha find his missing pack mate. But it isn't long before she realises something's not quite right. It's not simply a missing person, it was something a lot closer to home, something that reignites nightmares that make her question her own, horrific past.\n\nAlice is in a race against time that forces her to face against vampires, daemons and anything that gets in the way, for she only has one thing to do, find the wolf before he turns up like the others. \n\nDead.",408,2.99,Taylor Aston White,Fantasy,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/408.jpg
B08ZFZ36HM,simple,visitor508,Visitor,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-13,"The ultimate secrets of the universe awaits those who dare to risk everything.\nYears have passed since Earth encountered its first known interstellar object: Oumuamua. Now an even larger one has been discovered, following the exact same trajectory as its predecessor. Scientists around the world theorize that this can no longer be passed off as mere coincidence-the new contact must be an artificial construct of some kind.\n\nWith an ambitious plan to build a spacecraft and attempt a manned landing, a crew is formed. Disgraced astronaut Cassie Voges hopes to get selected for one last chance at redemption. Maverick billionaire Toby Merckx wants to beat his rivals to the extraordinary secrets he believes the object may unlock. And its controversial discoverer, Charles Hudson, seeks to escape his past and be remembered for something better.\n\nWhat they find will change humanity forever.\n\nCombining hard-edged, scientific realism with thrilling action and the mysteries of the unknown, this epic novel is suitable for fans of 2001: A Space Odyssey and Rendezvous with Rama.",508,0.99,John Triptych,Science Fiction,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/508.jpg
B09YL4KZKJ,simple,zendancing109,The Zen Of Dancing In The Rain,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-12,"Society has become a place where combat veterans would rather commit suicide than live. Many who ""have it all"" are discovering that they still feel miserable but can't figure out why. They feel powerless under the boredom of what society deems necessary.\n\nAurita Maldonado is a Puerto Rican woman warrior and Afro Latin dance instructor who chose a different path before and after her two combat tours in Afghanistan and Iraq.\n\nShe received a Purple Heart for wounds received in Afghanistan before leaving the Army to align her thoughts, words, and actions. She adopted a new mission: cultivate peace, happiness, and learn to become her own best friend. All while learning to live as one with Mother Earth.\n\nAurita rejected lucrative government jobs, sold her possessions, and moved to Haines, Alaska, in 2010 to begin her journey with PTSD and self-acceptance. An extreme athlete, she used movement to help her navigate the storms with a grin until she was suddenly paralyzed from the waist down ina fight against a deadly rat lungworm infection.\n\nThe perspective shifts she adopted to continue to enjoy life while learning to use her body again will make you reassess your choices to settle for the status quo.\n\nThis is an inspirational memoir of a remarkable woman's journey to stumble in style as she navigates seemingly insurmountable tragedies early in life. It is a story of triumph and discipline. Joy and sorrow. A portrait of a Lady Hurricane dancing, both literally and figuratively as one with the storms of life.",109,0.99,Aurita Maldonado,Biography/Memoir,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/109.jpg
B08BZDFFPK,simple,billionaire209,The Billionaire's Fake Wife,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-12,"I never should have agreed to become his fake wife...\n\nSinclair Amadeus Sterling aka\nMr. Superior Jackass with a God complex.\nWho also happens to be my blackmailer... gulp.\nTall, dark, gazzilionaire growly pants.\nThe first time I met him, I kneed him in his very well endowed balls, don't ask!\nHe had that tightly leashed, controlling air and a smoldering glare that made me damp in seconds.\nThe only thing that sucks worse than his attitude is his (lack of) sense of humor! Honest.\nSadly, he's also the one who could save my business from going bust. Hell!\nSo when he offers me the chance to work with him, I can hardly refuse, right?\nOnly catch? I need to be his pretend wife for hold-your-breath, thirty days.\nI should have turned and run right then, but...\nHe has the connections to help my sister's failing health, not to mention the money to wipe away my debt.\nAnd yeah that... sneaky video recording of him getting me off. OMG!\nBesides, it's only thirty days, right?\nIt's not like I'm in danger of falling in love with London's most notorious bachelor.\nThen he tells me the real reason for the charade.\nAnd everything changes...",209,2.99,L. Steele,Romance,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/209.jpg
B07RNDMDSV,simple,justice309,Saint Justice,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-12,"They stole his truck. Big mistake.\n\nCIA black-ops legend Christopher Wren pulls over on a Utah highway after three weeks on the road. An arbitrary decision he's about to regret.\n\nA biker gang attacks Wren, leaves him for dead and steals his truck.\n\nNow he's going to get it back.\n\nFrom a secret warehouse in the desert. Ringed with fences. Filled with human cages.\n\nAs the body count mounts and a shocking national conspiracy unravels, one thing is for certain.\n\nJustice will be done.",309,0.99,Mike Grist,Mystery/Thriller,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/309.jpg
B086XHS3ZQ,simple,luna409,Luna Rising,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-12,"Xavier Blackwood is the man every girl at my college dreams about at night, myself included, but I'd never let anyone know that.\n\nStanding at 6'4"" with steel grey eyes, he might look like a walking dream, but he acts like a first-class jerk.\n\nWho would have thought that one night, while dragging myself home after doing double shifts at the diner, I'd be jumped by three men...only to have Xavier come to my rescue.\n\nOh yes, Xavier bloody Blackwood saved my life...but the thing I saw, the CREATURE that ripped those men to shreds, wasn't the Xavier everyone thinks they know.\n\nHe wasn't human...\n\nHe was a wolf, a demon, a creature from myth, but before I had time to process, he knocked me out too.\n\nHumans that learn about the existence of werewolves have to die.\n\n...There are NO exceptions.\n\nThe Werewolf Xavier saved me, but now I am condemned to death.\n\nTo make things worse, both Xavier and Axel claim I am their mate.\n\n...This can't be good.",409,2.99,Sara Snow,Fantasy,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/409.jpg
B09MF62CMM,simple,utopia509,Relics Of Utopia,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-12,"Windham Manthus is the captain of the Starship Gilead, the most powerful vessel in the sector. He's battled space pirates and territorial warlords in order to protect his people and his ship. His reputation as a laudable commander has spread across the galaxy, but rumors have begun that he's losing his edge.\n\nWhen a sect of fanatical cultists murder an entire colony in order to resurrect an ancient alien god, Windham's skill is put to the test. He and his crew must battle an armada of enemy gunships and hostile space marines in order to protect Gilead and save the galaxy from total destruction.\n\nFaced with a seemingly unwinnable battle, Windham must see how far he's willing to go to protect his ship. Will he make a deal with his enemy? Is he willing to sacrifice his own daughter?'",509,0.99,John Graves,Science Fiction,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/509.jpg
B08B3K4KWV,simple,punch110,Punch Me Up To The Gods,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-11,"Punch Me Up to the Gods introduces a powerful new talent in Brian Broome, whose early years growing up in Ohio as a dark-skinned Black boy harboring crushes on other boys propel forward this gorgeous, aching, and unforgettable debut. Brian's recounting of his experiences-in all their cringe-worthy, hilarious, and heartbreaking glory-reveal a perpetual outsider awkwardly squirming to find his way in. Indiscriminate sex and escalating drug use help to soothe his hurt, young psyche, usually to uproarious and devastating effect. A no-nonsense mother and broken father play crucial roles in our misfit's origin story. But it is Brian's voice in the retelling that shows the true depth of vulnerability for young Black boys that is often quietly near to bursting at the seams.\n\nCleverly framed around Gwendolyn Brooks's poem ""We Real Cool,"" the iconic and loving ode to Black boyhood, Punch Me Up to the Gods is at once playful, poignant, and wholly original. Broome's writing brims with swagger and sensitivity, bringing an exquisite and fresh voice to ongoing cultural conversations about Blackness in America.",110,1.99,Brian Broome,Biography/Memoir,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/110.jpg
B09SMTQ1J7,simple,snowstorm210,Amidst a Snowstorm Of Love,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-11,"Abby Clayton feels devastated by her parents' decision to move from Chicago to Montana. Desperate to escape the grim reality of her new life away from everyone she loves, she often finds comfort in wandering the woods. There, she meets a mysterious Native man and from that moment on, Abby is drawn into a forbidden friendship that brings her more joy than she could ever imagine. Yet will she be able to open up her heart to a man who is shunned by the rest of society?\n\nAbsurd as she knows it to be, she may have already fallen utterly in love...\n\nKeme struggles with his interest in the white settlers and their fascinating way of life. His people and theirs have not been getting along for quite some time, and lately, tensions are high. So when he crosses paths with an intriguing white woman in the forest, he is more than caught off guard. He can't stop thinking about her and soon, he is attracted to the white man's world in a whole new way.\n\nWill Keme be able to find his way to love despite the vast divide between them?\n\nAs tensions between their people rise further, it becomes more dangerous than ever for Abby and Keme to be seen together. Will they find the courage to show what lies deep in their hearts? In the end, will they break all the barriers that are keeping them apart, or will internal battles and outside forces overpower them?'",210,0.99,Aurora Hanson,Romance,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/210.jpg
B08268L6L8,simple,snowdonia310,The Snowdonia Killings,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-11,"Starting a new life in Snowdonia was always DI Ruth Hunter's dream. Until a twisted killer turned it into her worst nightmare. \n\nDetective Inspector Ruth Hunter lives with the pain of her partner's mysterious and unsolved disappearance. About to hit fifty, the veteran police officer trades in the crime-ridden streets of London for a more peaceful life in rural North Wales. But Ruth has barely settled into her new position in North Wales Police, when the body of a brutally murdered woman is discovered-with strange symbols carved into her skin. Teaming up with an obstinate deputy, Ruth struggles to eliminate anyone from a long line of suspects. When another slain victim is discovered with the same cryptic markings, she's forced to re-think the investigation.\n\nHas Ruth got what it takes to solve the case before the murderer attacks again?""",310,2.99,Simon McCleave,Mystery/Thriller,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/310.jpg
B000FC0XV4,simple,magic410,Ship Of Magic,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-11,"Bingtown is a hub of exotic trade and home to a merchant nobility famed for its liveships-rare vessels carved from wizardwood, which ripens magically into sentient awareness. Now the fortunes of one of Bingtown's oldest families rest on the newly awakened liveship Vivacia.\n \nFor Althea Vestrit, the ship is her rightful legacy. For Althea's young nephew, wrenched from his religious studies and forced to serve aboard the ship, the Vivacia is a life sentence. But the fate of the ship-and the Vestrits-may ultimately lie in the hands of an outsider: the ruthless buccaneer captain Kennit, who plans to seize power over the Pirate Isles by capturing a liveship and bending it to his will.",410,2.99,Robin Hobb,Fantasy,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/410.jpg
B09K6VFG5Z,simple,boogeyman510,Boogeyman Booty Call,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-11,"Creatures of the night deserve a little romance too!\n\nShe was just a human, but she was everything to him.\n\nWhen an ad for Monster Match pops up on his phone, Gary the Boogeyman is intrigued, that is until the wretched programming takes over his device completely. So he fills out a profile.\n\nAll signed up and receiving DMs, Gary has no choice but to go on at least one date, but he's not looking for love or anything special. He's looking for a Bootycall and for his phone to stop acting up.\n\nBut what happens when the mystery woman is someone he knows? Someone he admires? Do humans even have big enough hearts to love creatures of the night? Demonic beings called... Boogeymen?""",510,2.99,Harpie Alexa,Science Fiction,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/510.jpg
B001FA0UMM,simple,legs111,The Legs Are The Last To Go,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-10,"It's conventional wisdom that Hollywood has no use for a woman over forty. So it's a good thing that Diahann Carroll-whose winning, sometimes controversial career breached racial barriers-is anything but conventional.\n\nHere she shares her life story with an admirable candidness of someone who has seen and done it all. With wisdom that only aging gracefully can bestow, she talks frankly about her four marriages as well as the other significant relationships in her life, including her courtship with Sidney Poitier; racial politics in Hollywood and on Broadway; and the personal cost, particularly to her family, of being a pioneer. Carroll's storied history, blunt views, and notorious wit will be sure to entertain and inform.",111,1.99,Diahann Carroll,Biography/Memoir,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/111.jpg
B099J63WQW,simple,sisters211,Sisters Behaving Badly,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-10,"Sisters Kitty and Jenny haven't spoken since a very disappointing Carvery lunch. Kitty, sixty-two, thinks Jenny is turning grey. Jenny, sixty-six, thinks Kitty needs to grow up!\n\nSo when both sisters inherit a farmhouse in rural France, it gives them the perfect chance to heal the rift between them. Except the farmhouse is a wreck, the garden is terrorized by a flock of chickens, not to mention a donkey with a serious flatulence problem!\n\nKitty is determined to enjoy herself, especially when she meets gorgeous French builder, Leo. Ooh la - la! And Jenny finds the fully stocked wine cellar helps enormously with missing horrible husband Paul - hic!\n\nAnd as the two sisters begin to repair their fragile friendship, they discover that being bad is actually very good for the soul.",211,2.99,Maddie Please,Romance,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/211.jpg
B09HHFV8P2,simple,death311,Her Second Death,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-10,"When a man is shot in the head, Bree Taggert and her new partner, veteran detective Dana Romano, respond to the call. They break the news to the victim's ex-wife and learn the estranged couple's five-year-old daughter was supposed to have been with him. What starts as a murder investigation quickly morphs into a desperate search for a missing child. The case stirs memories of Bree's own traumatizing childhood. To find the little girl, Bree will have to relive her own terrifying past.",311,1.99,Melinda Leigh,Mystery/Thriller,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/311.jpg
B00DJJIR6S,simple,unfettered411,Unfettered,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-10,"You define life or it defines you.\n\nIn Shawn Speakman's case, it was both.\n\nLacking health insurance and diagnosed with Hodgkin's lymphoma in 2011, Shawn quickly accrued a massive medical debt that he did not have the ability to pay. That's when New York Times best-selling author Terry Brooks offered to donate a short story that Shawn could sell tohelp alleviate those bills-and suggested he ask the same of his other writer friends.\n\nUnfettered is the result: an anthology built in order to relieve that debt, featuring short stories by some of the best fantasy writers in the genre.",411,2.99,Terry Brooks,Fantasy,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/411.jpg
B09F8KT81B,simple,mortal511,Mortal Curse,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-10,"A shadow. A shifter. A curse.\n\nWhen a reaper attack thrusts Dannika into the shadow shifter world and her transition results in her imprisonment, she turns to Raine, the sexy shadow who saved her.\n\nAs her attraction to Raine mounts, and dissension in the shadow shifter clan increases, she learns that being the only woman to survive the transition isn't her only secret. Her new abilities come with a price, and if she doesn't curb her killer instincts, she will end up as loathsome as the creature who attacked her.\n\nFind out what hides in the shadows by reading MORTAL CURSE, the new Paranormal Romance Series readers are comparing to Christine Feehan and Patricia Briggs.\n\nOne click MORTAL CURSE and start your paranormal adventure today!'",511,2.99,Tia Didmon,Science Fiction,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/511.jpg
B09R1VWL36,simple,survived112,I Survived To Tell,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-9,"In no less than seven concentration and exterminationcamps, the Polish-Jew Noach (Natan) Zelechower was imprisoned during World War II. His first wife and their daughter were transported from the Warsaw Ghetto to Treblinka and perished there during the Great Deportation of the Warsaw Jews in the summer of 1942, and he was left alone to face the threat of Nazi persecution and death.\nWith great resilience, fortitude, and the hope to be reunited with his wife and daughter, Noach was able to withstand and survive the hardships of the camp world, forced labor, and death marches. Throughout the war he kept repeating his daughter's words in her last note:\n""Daddy, save yourself! Perhaps fate will bring us back together again.""\n\nHe wrote his memoir in 1946, a few months after he returned to Warsaw and after confirming that his family had perished. In his memoir ""I SURVIVED TO TELL"", with detailed descriptions of knowing hunger and the methods of torture by which his captors tormented him and his friends, Noach wrote about the prisoners' relationships with one another and emphasizes the loss of hope. Alongside manifestations of sympathy and help, he powerfully illustrates the despair, the suffering, and the pain that dulled people's emotions.\nAfter the war, Noach married Paulina Weinreb, a Holocaust survivor as well, and in 1947 their only daughter Hana (Ani) was born.",112,0.99,Noach Zelechower,Biography/Memoir,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/112.jpg
B09ST89GVW,simple,companion212,More Than A Companion,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-9,"Sent to be her aunt's companion by an impoverished father, Miss Honora Gregory struggles against disappointment and loneliness. Now in London, Honora's aunt seeks only her own entertainment and Honora is forced into the background. Blunt and forthright, she does not hide her true opinion despite her lowly status. When her aunt gives her one evening, one opportunity of finding a gentleman to court her, Honora knows exactly which gentleman in particular she will make certain to avoid - the arrogant and selfish Lord Crampton.\n\nRobert, the Earl of Crampton is irritated with the lady. Even though she is only a companion, Robert finds himself caught up with her, angry at her manner towards him. When someone begins to bring trouble to Robert's door, he is astonished to find that Honora is the one by his side. Will she be willing to help him, if he should ask? And can he eschew his pride and see her as more than just a companion?'",212,2.99,Rose Pearson,Romance,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/212.jpg
B07PDP5YMW,simple,games312,Deadly Games,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-9,"A killer is playing deadly games with local students- and the only prize is murder.\nDetective Chief Inspector Whitney Walker has worked hard to get where she is. A single mother, she joined the police force when she was eighteen and never looked back- until one wrong move put her in jeopardy of losing her job. So when a serial killer starts murdering female students at a nearby university, she knows this is it: her chance to stop a killer and redeem her career- or blow it and say goodbye to the job she loves.\n\nAided (and sometimes impeded) by Dr Georgina Cavendish, a lecturer who steps out of the isolated world of academia when one of her students is murdered, Walker soon arrests the obvious culprit. Everything seems to have worked out-\n\n- until another girl is murdered while Cavendish and Walker's prime suspect is still behind bars.\n\nNow, Walker is being removed from the case, replaced by someone a bit more ""suitable."" But when Cavendish persuades her to continue working the case, the two women join forces to discover the truth and solve the mystery behind the killings- before Walker's own daughter becomes the next victim of a serial killer's Deadly Games.",312,2.99,Sally Rigby,Mystery/Thriller,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/312.jpg
B06ZYBFVVN,simple,phoenix412,Fury Of A Phoenix,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-9,"""I knew the sins of my past would call to collect what was left of my soul. If I'd known the price I'd pay, I would've sacrificed more to stay hidden from the magic.\n \nIn the middle of Wyoming-away from the abnormals of the world-I thought I was free and clear. I started a new life. Found a love I'd never known in a husband, and a son who was my everything.\n \nAnd in a blinding instant, that life was stolen from me.\n \nThe rage of a grieving mother is an ugly beast. More so when she has the skills and killer instinct to back up the wrath and the knowledge that an accident was anything but.\n \nOnce more, I will pick up my guns. This time to hunt those who took my husband's and son's lives.\n \nLet them see the assassin, trained to kill abnormals, stalk the shadows again.\n \nLet them see the Phoenix rise from the fragments of a broken life as she burns with a fury that cannot be contained.\n \nLet the killing games begin.",412,2.99,Shannon Mayer,Fantasy,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/412.jpg
B087SY3B9K,simple,hades512,The Power Of Hades,1,0,visible,,,,taxable,,1,,,0,0,,,,,0,,,,,,,,,,,,,TRUE,-9,"I've been kidnapped by Zeus. Plucked from the streets of Manhattan and frightened half to death by a freaking Olympian god.\nAnd now I'm trapped in the Underworld, being forced to compete in a series of deadly trials for the position of Queen of the Underworld. Which would mean marrying Hades, the utterly terrifying Lord of the Dead. Who the hell wants a husband at all, let alone one made of smoke and riddled with death?\n\n\nI have to get back home, to New York and my brother. But I can't leave without completing the trials and they've been designed for a godly Queen, not Persephone - barista and botanical garden enthusiast.\nI'm surrounded by lethal, all-powerful maniacs. Sexy-as-hell maniacs, sure, but as dangerous as they come. And I'm going to have to prove to all of them that there's a goddess of hell inside me. It's the only way I'll survive the Hades Trials. But then what? And why, why, why am I so desperate to see under Hades smoky exterior and find out what he's hiding from me?\n\n\nIf I win the trials, I have to marry the devil himself. But losing might mean losing my life.",512,0.99,Eliza Raine,Science Fiction,https://shopper915963729.wpcomstaging.com/wp-content/uploads/2022/05/512.jpg
